Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
7/1/2000,472.5,480.5,463.25,478.75,167242
14/1/2000,476,498,471.5,496.25,213962
21/1/2000,489,507.5,486.5,505.25,153218
28/1/2000,510.25,529.5,508,523.5,189264
4/2/2000,519.5,519.5,495,505.5,166263
11/2/2000,505,514,496.75,505.25,154984
18/2/2000,503.75,516,501.5,514.5,141771
25/2/2000,514,519.5,492,497,112839
3/3/2000,495,516.75,493,513,146739
10/3/2000,512.5,520,508,509.75,159389
17/3/2000,511,538.5,511,537.5,209062
24/3/2000,527.5,534,519.5,530.75,156205
31/3/2000,530.5,548.5,523.5,545.5,144130
7/4/2000,544,554,526,538.75,167688
14/4/2000,535.5,549,525.25,532.5,126092
21/4/2000,528,538,526,536.25,57046
28/4/2000,536.25,547.5,522.5,526.5,92599
5/5/2000,546.25,582.5,545.5,566,233963
12/5/2000,570,573,554,565.75,179627
19/5/2000,560,560.5,536.5,554.5,217496
26/5/2000,552.5,560,525,534.25,191653
2/6/2000,526.5,534.5,512.25,533.75,128852
9/6/2000,537.75,542,517.5,520.75,161357
16/6/2000,515.5,517,499.5,504.75,189325
23/6/2000,508,512,497.25,498,82212
30/6/2000,499,505.5,477,477.5,99179
7/7/2000,482.75,482.75,467,473.25,45857
14/7/2000,469.75,475,455,462,52847
21/7/2000,460.5,461,451,460.25,55146
28/7/2000,460.25,466,447,448,57891
4/8/2000,444,449.75,438.75,440.75,19432
11/8/2000,443.5,457,436.75,452.5,19105
18/8/2000,453,466.5,451.25,458.25,18604
25/8/2000,456.75,466.5,454.25,461.75,13430
1/9/2000,463.5,508,463.5,503.5,74455
8/9/2000,508,515.5,488,505,157626
15/9/2000,503.5,511,482.5,483.25,167397
22/9/2000,483.25,499.5,482,496,157678
29/9/2000,495.75,502.75,489.25,490.5,160405
6/10/2000,488.25,493.5,481.5,485,157060
13/10/2000,484,486.5,465,466,175180
20/10/2000,465.25,475.5,463.5,468.75,163822
27/10/2000,468,470.5,456,456.5,157500
3/11/2000,456.5,486.5,453.5,484.25,163476
10/11/2000,485.5,491,471,472.5,154495
17/11/2000,472,489,471,487.75,139469
24/11/2000,486.25,502,486.25,500.75,91668
1/12/2000,500.5,509.5,495.5,508,174328
8/12/2000,508,512.5,498.25,511.5,150284
15/12/2000,510,513.75,503.5,507.25,122052
22/12/2000,508.5,514,505.5,510.25,88800
29/12/2000,510,510.75,496,499.5,76464
5/1/2001,510,510.5,496,497.25,120469
12/1/2001,496,504,477.25,482.5,171575
19/1/2001,482,483.5,470.25,470.75,121979
26/1/2001,470.25,477.75,459,460.25,147797
2/2/2001,460,469,456.25,468.5,117498
9/2/2001,467.75,469.5,452,456.25,134321
16/2/2001,455,458.75,449.5,454,117371
23/2/2001,456.25,463,447,448,90795
2/3/2001,447.25,464,447,458,102469
9/3/2001,458.5,470,458,462,137977
16/3/2001,462.5,463.5,438,443,133081
23/3/2001,443,449.5,433.5,436.5,113703
30/3/2001,438,445.5,428,428.5,105734
6/4/2001,432.75,439.5,428,436,72807
13/4/2001,435.5,444,431.25,435.25,51883
20/4/2001,434,436.25,426.5,429.25,69262
27/4/2001,428.75,430,421.5,422.75,96307
4/5/2001,423.5,444.5,421.5,442.25,113791
11/5/2001,441.5,442.25,434,435.75,120527
18/5/2001,436,453.75,435.75,449.5,156573
25/5/2001,448,453.5,442.25,447.25,119617
1/6/2001,448,460.5,436,455,136755
8/6/2001,454,468.5,448.75,466.5,143626
15/6/2001,465,475.75,457,458.5,150296
22/6/2001,458.5,472.5,454,454.5,135026
29/6/2001,454.25,488,450,482.5,101692
6/7/2001,471.75,493,471.75,488.25,70254
13/7/2001,485.5,529.75,482,526.5,96778
20/7/2001,521.5,538,494,496,73729
27/7/2001,490.25,520,489.5,515.5,71498
3/8/2001,515,517.5,485,492.25,58673
10/8/2001,493.5,523.75,489,516,32258
17/8/2001,517.5,524,498,504.25,28030
24/8/2001,498.75,498.75,473,478.25,31769
31/8/2001,478,486.5,471,479.5,35177
7/9/2001,486,487,469,469.75,100163
14/9/2001,470,485,466.25,474,87942
21/9/2001,473,483.5,463.75,469.75,145733
28/9/2001,469.75,475,450.5,451.25,153653
5/10/2001,450.5,456.25,448.25,452.25,154551
12/10/2001,452,458,433,435.5,170179
19/10/2001,435.25,437,424,424.75,170980
26/10/2001,421.5,430,419.75,426.5,172534
2/11/2001,425,443,425,439,176039
9/11/2001,439,447,435.5,444.5,161815
16/11/2001,444,453,442.75,452.5,126291
23/11/2001,452,454.75,447,451.25,93564
30/11/2001,451.25,452,434.25,444.5,190093
7/12/2001,444,448.75,439,445.25,122236
14/12/2001,445,445.75,431.5,436.25,136125
21/12/2001,436.5,439.5,431,435.5,154622
28/12/2001,436,436.5,423.5,424.25,71402
4/1/2002,423.75,426.75,415.75,424.5,101922
11/1/2002,424.5,444.5,424.5,443,216799
18/1/2002,443,454.5,443,445.5,191540
25/1/2002,447,449,429.5,430.75,130730
1/2/2002,428.5,432,425,426.75,143141
8/2/2002,428,435.5,425.25,429,128762
15/2/2002,429.5,441.5,427.5,437.25,125529
22/2/2002,437.75,447,435,441.25,94652
1/3/2002,443,452.5,434.5,451.5,122474
8/3/2002,450.25,468,446.75,465.5,220597
15/3/2002,464,474.25,459,472.25,166275
22/3/2002,471,472,455.75,464.5,165193
29/3/2002,464,480.5,461,476.25,121926
5/4/2002,475,477,456.75,465.5,151655
12/4/2002,463.5,465,453,461,127656
19/4/2002,461.75,478,455.25,472,87638
26/4/2002,472,480.75,467.25,467.5,92544
3/5/2002,467,467.75,457,461.25,111254
10/5/2002,460,479.5,458,470.75,151898
17/5/2002,472,488,472,487.5,168825
24/5/2002,485,496.5,482.75,491,167472
31/5/2002,489,510.75,488,508.75,147835
7/6/2002,506.75,519.5,503,507.5,168928
14/6/2002,505.5,506,492.5,497,165073
21/6/2002,495.75,502,487,495,164263
28/6/2002,499.75,543,499.75,536.5,144897
5/7/2002,530.25,547,521,545.75,80478
12/7/2002,542.25,560,538,558.25,109807
19/7/2002,560,584.75,560,575.25,89363
26/7/2002,585,605,550,550.75,87393
2/8/2002,544,578.5,532,555,69330
9/8/2002,547.25,559.75,531,554.75,49865
16/8/2002,557.5,601,557.5,583.25,64528
23/8/2002,578,583,540,552,55283
30/8/2002,553.5,567.25,550,559,31229
6/9/2002,551,562,545.5,560,132517
13/9/2002,562.25,591,562.25,565.25,231380
20/9/2002,563,577,557,564.5,165584
27/9/2002,564,568,552.5,560.25,157581
4/10/2002,558.5,560,532.25,539.5,215700
11/10/2002,539.25,543.75,522,528.5,182778
18/10/2002,528,554,526,546,195101
25/10/2002,546,559.5,545.25,557,177968
1/11/2002,553.5,570,545,568.75,176657
8/11/2002,567,579.5,558,558.5,229232
15/11/2002,558,573,554,563.25,192542
22/11/2002,563,577.5,560.25,571.75,176082
29/11/2002,571.75,581.5,567.5,578.75,103599
6/12/2002,579.5,587.5,556.5,563.25,216535
13/12/2002,560,577,557.5,572,148876
20/12/2002,571.5,573,552.25,572,169838
27/12/2002,572,577.75,564.75,569.75,57612
3/1/2003,568.5,582.5,563.5,577.75,70796
10/1/2003,576,586.5,555,556.75,237585
17/1/2003,557.25,558,544,556.75,208305
24/1/2003,555.5,570,552.5,569,128527
31/1/2003,569.5,575.5,559.5,564,167882
7/2/2003,562,571.5,554.25,555.75,159411
14/2/2003,556,574,556,573,194077
21/2/2003,571.25,575,565.25,574,74748
28/2/2003,572.5,584.5,569,577,89256
7/3/2003,577,580.25,558,563.25,190632
14/3/2003,563,577.5,560,574.5,156407
21/3/2003,572.75,579.5,566,576.75,122900
28/3/2003,575.75,581.5,564.25,580,153284
4/4/2003,579.75,591.75,570,590.75,186829
11/4/2003,590.25,608,590,600.25,185512
18/4/2003,599.5,623,595.5,622,137892
25/4/2003,621.25,621.75,595.25,599,125864
2/5/2003,601,637,600,631,156464
9/5/2003,629.5,640,616,638,231505
16/5/2003,636,652.75,633,642,207258
23/5/2003,639,658,622.5,628.25,222650
30/5/2003,628,636.5,618.5,624.5,156316
6/6/2003,620.5,632.5,610,631.5,218226
13/6/2003,631,639,613,614.5,206374
20/6/2003,613,636,611.5,629.25,138655
27/6/2003,628.5,645,624,631.5,127461
4/7/2003,631,632.75,610.5,614.75,61340
11/7/2003,611.75,611.75,600.5,604.25,97714
18/7/2003,603.25,605.25,559,560.5,100218
25/7/2003,560,567,544,549.5,79424
1/8/2003,550,557,519.5,524.5,56782
8/8/2003,524.5,527.75,515.5,524,24171
15/8/2003,522.5,556.5,521,552.25,30088
22/8/2003,562.5,591,562.5,586.25,39957
29/8/2003,586.5,597.75,576,595,21487
5/9/2003,577.5,596.5,569.5,587.25,2992
12/9/2003,589.5,630,585.75,623,4185
19/9/2003,620.5,638.75,609,638,2373
26/9/2003,638,662,638,656.5,5342
3/10/2003,657,701,657,678,5332
10/10/2003,676,736,669,713.5,3791
17/10/2003,714,745,713.5,729.25,7687
24/10/2003,729.75,768.75,722,762.5,5533
31/10/2003,765.25,803.5,756,794.25,3101
7/11/2003,800,808.5,746,748.5,327077
14/11/2003,743,792,738,778.5,286024
21/11/2003,782.5,785,739.5,753.5,257719
28/11/2003,749,758,730.75,756.25,143088
5/12/2003,759,784,751.5,760.5,210191
12/12/2003,762,789,761.5,776.25,198550
19/12/2003,776,779.5,754,764.75,94335
26/12/2003,760,793,728,792,65244
2/1/2004,790.5,807.5,771,798.25,69041
9/1/2004,797.25,806,785.5,793,155258
16/1/2004,792.5,849,788,835.75,253700
23/1/2004,834,855,821,839.25,192444
30/1/2004,839,853.5,801,819.5,185724
6/2/2004,813,844.5,790.5,840,220747
13/2/2004,830,860.5,810,829,198121
20/2/2004,832,898,832,893,89768
27/2/2004,901,951.5,901,942.5,84352
5/3/2004,943.25,976,923.5,937.75,246921
12/3/2004,940,959.5,908,955.75,252134
19/3/2004,953,1034,953,1024,234390
26/3/2004,1036,1063.75,1010,1013,232393
2/4/2004,1013,1046,981,1045.5,217339
9/4/2004,1047,1064,986,988,141787
16/4/2004,990,1030,950.5,965,150262
23/4/2004,970.25,977,926,967,101832
30/4/2004,968.75,1043,956,1034,74780
7/5/2004,1016.25,1036.5,989,1031.5,238019
14/5/2004,1029,1036.5,932.5,932.5,296545
21/5/2004,924.5,925,852,872.5,293487
28/5/2004,882.5,896,812,814,178150
4/6/2004,828,876,800.75,838.5,157921
11/6/2004,826.75,866,816,847,173094
18/6/2004,853,896,844,872,173833
25/6/2004,871.75,940,865,920.5,117331
2/7/2004,911,921.5,784.75,809.25,92592
9/7/2004,804.5,869.5,794,814,96839
16/7/2004,813,816.75,700,707.5,111782
23/7/2004,705.25,734,650,669.5,86116
30/7/2004,662.5,686,599,599.5,65020
6/8/2004,575.5,583,562,569.25,27927
13/8/2004,569.5,598,557,586.25,22538
20/8/2004,581.25,603,565,594.75,20422
27/8/2004,590.5,637.5,588,600.5,31000
3/9/2004,602,652,602,612.25,102306
10/9/2004,600,600.25,557,572,162519
17/9/2004,564.5,575,551,553,165582
24/9/2004,552.25,552.25,523,523.5,170000
1/10/2004,522.5,539.5,521.5,534.5,186099
8/10/2004,532.5,534,519,528.5,205599
15/10/2004,527,540.5,506,514,235133
22/10/2004,512.75,537.25,507.75,530,220225
29/10/2004,530,545,521.5,527.5,162747
5/11/2004,531.25,532,503,505.25,2263
12/11/2004,503.75,541,502.5,525,4804
19/11/2004,524,557,523.75,550.5,5810
26/11/2004,550.5,562,546.5,548.5,4504
3/12/2004,548,548.5,519.75,525.75,2885
10/12/2004,525.75,539,517.5,533,3764
17/12/2004,534,552,534,548.75,2423
24/12/2004,549.75,566,544,550.5,1564
31/12/2004,551,560,539.5,547.75,1453
7/1/2005,544,544,524.5,542.25,260722
14/1/2005,538.75,551,519,519.5,203339
21/1/2005,518,524.5,510,516.75,191515
28/1/2005,518.5,529.5,512.5,514,172738
4/2/2005,510,518.5,498.5,499.5,188009
11/2/2005,499,528.5,498.5,525.75,253391
18/2/2005,526,561,526,552.5,218572
25/2/2005,556,599,556,597.5,92311
4/3/2005,598.5,635,598.5,629.75,21175
11/3/2005,634,666,609,662.5,8862
18/3/2005,655,691.75,629,649,15157
25/3/2005,647,652.5,614,628.75,9870
1/4/2005,628,661,610,614,7462
8/4/2005,615,630,608,612,4120
15/4/2005,612,626.5,602,616.25,5583
22/4/2005,615.25,640,609,633,2153
29/4/2005,637,649.5,616,619.25,1723
6/5/2005,622.25,642,616,640,206631
13/5/2005,640,647.5,606.5,612.75,261614
20/5/2005,612.75,640.5,612,632,204712
27/5/2005,636,681,636,667.75,286610
3/6/2005,681.75,690,664.5,675.25,228686
10/6/2005,687.5,695.5,657.5,666.25,266753
17/6/2005,674.25,727.5,670.5,724,257096
24/6/2005,742,757.5,724.5,744.5,168343
1/7/2005,750,755,647,676,147395
8/7/2005,676,726,669,678,88171
15/7/2005,660,740,658,721,78763
22/7/2005,731,738,660.5,669.25,84328
29/7/2005,668.75,696,659.75,671.75,93829
5/8/2005,680.5,699.5,644,661.75,60758
12/8/2005,675,677.25,638,640.5,40430
19/8/2005,636,639,595,597.25,44345
26/8/2005,597.25,615.75,584,591,38565
2/9/2005,590,612,584.75,599,112360
9/9/2005,601,618,589,590,150215
16/9/2005,592.5,593,566.25,571.25,198841
23/9/2005,570,586,568.25,574,179327
30/9/2005,573,575.25,556.5,573.25,215624
7/10/2005,572.75,586,558,564.25,256469
14/10/2005,563.5,595.5,554,589.5,308736
21/10/2005,588,599.5,571,572.25,239366
28/10/2005,571,582,563.25,565,177238
4/11/2005,565,605,562.5,592,200792
11/11/2005,591.5,603,578,601.5,207821
18/11/2005,602,605,569,569.75,222791
25/11/2005,572,576,552.25,554.25,135560
2/12/2005,555,564.5,544.25,562.75,226394
9/12/2005,563,575.5,553.5,568.75,265485
16/12/2005,571,602,570,592.25,320526
23/12/2005,593,616.75,592.25,613,132049
30/12/2005,613.75,619.5,597,613.5,108636
6/1/2006,618,633,610,611,219010
13/1/2006,604,606.5,569,576.5,271363
20/1/2006,572,579.25,563.5,568,163834
27/1/2006,573.75,590.5,565.5,589.25,249775
3/2/2006,593.5,606.25,577.5,594.75,290265
10/2/2006,594.25,604.5,571,582.25,313857
17/2/2006,584,603,571,601.25,201528
24/2/2006,600,601,570.5,577.25,113108
3/3/2006,575.25,615,568,606,216185
10/3/2006,601.75,606,579,589.25,244842
17/3/2006,585,592.75,575,576.5,201679
24/3/2006,576.5,582,571.25,573.75,168182
31/3/2006,573.75,589,570,571.5,260213
7/4/2006,570.5,574.5,550,557.75,252952
14/4/2006,557,565.5,553.25,563,205389
21/4/2006,562,577.5,561.75,569.75,154687
28/4/2006,570,598,569,587.25,170534
5/5/2006,597,614.5,596.25,606.5,296728
12/5/2006,605,620,596.5,613,291978
19/5/2006,615,617,585.5,587,246073
26/5/2006,590.5,591,580,582.5,231221
2/6/2006,582,610,574.75,609,270889
9/6/2006,608.5,611,583.5,585.75,334303
16/6/2006,596.75,605,589,600.25,258739
23/6/2006,595.25,595.5,579.75,580.5,150370
30/6/2006,581,600.5,566.5,594.75,175920
7/7/2006,609,616.75,597,606.25,108257
14/7/2006,612,619,595.5,603,84996
21/7/2006,598.75,601,575.5,577,83380
28/7/2006,577.25,592.75,571,576.5,101777
4/8/2006,578.25,593.25,573,582,73985
11/8/2006,577.25,577.25,552,555.25,57964
18/8/2006,550,560.25,546.25,547,41242
25/8/2006,547,555,541.75,543,55158
1/9/2006,541.5,557,535.5,551.5,97065
8/9/2006,550.5,564,543.25,548,226832
15/9/2006,549,558,536.75,549.75,238046
22/9/2006,555.5,561.75,542.5,549.25,270226
29/9/2006,549,555,539.5,547.5,297205
6/10/2006,547.25,570.25,540.5,564,373430
13/10/2006,563,594.75,558.75,591.5,447473
20/10/2006,589,614,585.5,606.5,359974
27/10/2006,606,641,602,635.5,227106
3/11/2006,633.5,682.5,629.5,662.75,370288
10/11/2006,660.25,683.25,656,662.5,336443
17/11/2006,661,677.75,651,660.5,312410
24/11/2006,663,687.25,662.25,684.25,200618
1/12/2006,684.25,695.75,675.5,677,289261
8/12/2006,673.75,675,652.5,656,344700
15/12/2006,656,670,652.5,657.5,298555
22/12/2006,657.5,660,642.75,659.5,124546
29/12/2006,663,685,663,683.5,109854
5/1/2007,695.75,697,670.5,681.5,190001
12/1/2007,682.75,723.75,657,716.5,373046
19/1/2007,716,732,705.5,717.75,334206
26/1/2007,713.5,728.75,707.25,710.5,286694
2/2/2007,713,738,704.5,736.75,330280
9/2/2007,737.5,757,733.75,749.25,423929
16/2/2007,748.25,768.5,741,767,373310
23/2/2007,766.75,791,762.5,778.25,161820
2/3/2007,778.5,790,750,753.5,327139
9/3/2007,750.25,765.5,739,759.75,364162
16/3/2007,760.5,770.75,744.75,753.5,307354
23/3/2007,756.25,775,749.5,769.5,240670
30/3/2007,767.5,779,742,761.25,336172
6/4/2007,756.5,787,751.25,760.5,318937
13/4/2007,765.5,775,732,738,459816
20/4/2007,733.25,742.25,713.5,723.25,172987
27/4/2007,723.25,733,708.5,723,147354
4/5/2007,722.75,760.5,717.5,747.5,264640
11/5/2007,751.5,768.75,734,761.75,261180
18/5/2007,761.5,797,759.75,792.5,340747
25/5/2007,790,814.25,787.5,812.5,303995
1/6/2007,809,819.5,791.75,817.5,311971
8/6/2007,815.25,835.75,806.75,821.5,449192
15/6/2007,838,848.75,815,847.25,384280
22/6/2007,857.25,863,791.75,797,299960
29/6/2007,800,878.5,793.75,850,240661
6/7/2007,858,877.75,854.25,869.25,97736
13/7/2007,870.5,923,861,921.75,81924
20/7/2007,908,908,828.5,850.25,79948
27/7/2007,843.75,843.75,808.75,815.5,94663
3/8/2007,818,850.5,815.5,844.75,112995
10/8/2007,838.25,867,824,856,52918
17/8/2007,862.5,872.25,789,811.5,46829
24/8/2007,806,852,804,849,38480
31/8/2007,845,880.5,837.25,868,77694
7/9/2007,885.5,916.75,885.5,905.25,354647
14/9/2007,904.25,959.75,904.25,954.75,415492
21/9/2007,963,996.75,952.75,979,413098
28/9/2007,977.5,1017.75,970,991.25,405731
5/10/2007,991.5,999.25,931,940.5,490415
12/10/2007,937,993.25,922,976.75,528499
19/10/2007,977.25,996.75,967.5,983.25,343525
26/10/2007,979,1007,961,995.5,317914
2/11/2007,1000,1036.25,980.5,1016.75,370262
